,icl_prompt,ground_truth,target_attributes,GPT 4 Response,born,died,year
257,"William Butler, Yeats, ""for his always inspired poetry which in a highly artistic form gives expression to the spirit of a whole nation"", Literature: 1865
Tasuku, Honjo, ""for their discovery of cancer therapy by inhibition of negative immune regulation"", Medicine: 1942
Richard J., Roberts, ""for their discoveries of split genes"", Medicine: 1943
Kai M., Siegbahn, ""for his contribution to the development of high-resolution electron spectroscopy"", Physics: ",1918,born,1918,1918,2007,1981
258,"Robert A., Millikan, ""for his work on the elementary charge of electricity and on the photoelectric effect"", Physics: 1868
Harold C., Urey, ""for his discovery of heavy hydrogen"", Chemistry: 1893
Max F., Perutz, ""for their studies of the structures of globular proteins"", Chemistry: 1914
Peter, Medawar, ""for discovery of acquired immunological tolerance"", Medicine: ",1915,born,1915,1915,1987,1960
259,"Rodney R., Porter, ""for their discoveries concerning the chemical structure of antibodies"", Medicine: 1917
Henryk, Sienkiewicz, ""because of his outstanding merits as an epic writer"", Literature: 1846
Arieh, Warshel, ""for the development of multiscale models for complex chemical systems"", Chemistry: 1940
Maurice, Wilkins, ""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material"", Medicine: ",1916,born,1916,1916,2004,1962
260,"Melvin, Schwartz, ""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino"", Physics: 1932
Albert, Fert, ""for the discovery of Giant Magnetoresistance"", Physics: 1938
Richard F., Heck, ""for palladium-catalyzed cross couplings in organic synthesis"", Chemistry: 1931
Christian, de Duve, ""for their discoveries concerning the structural and functional organization of the cell"", Medicine: ",1917,born,1917,1917,2013,1974
261,"Fridtjof, Nansen, ""for his leading role in the repatriation of prisoners of war in international relief work and as the League of Nations' High Commissioner for refugees"", Peace: 1861
Ada E., Yonath, ""for studies of the structure and function of the ribosome"", Chemistry: 1939
Tomas, Tranströmer, ""because through his condensed translucent images he gives us fresh access to reality"", Literature: 1931
Lars, Onsager, ""for the discovery of the reciprocal relations bearing his name which are fundamental for the thermodynamics of irreversible processes"", Chemistry: ",1903,born,1903,1903,1976,1968
262,"Yoshinori, Ohsumi, ""for his discoveries of mechanisms for autophagy"", Medicine: 1945
Craig C., Mello, ""for their discovery of RNA interference - gene silencing by double-stranded RNA"", Medicine: 1960
Jack, Steinberger, ""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino"", Physics: 1921
Zhores, Alferov, ""for developing semiconductor heterostructures used in high-speed- and opto-electronics"", Physics: ",1930,born,1930,1930,2019,2000
263,"Robert Woodrow, Wilson, ""for their discovery of cosmic microwave background radiation"", Physics: 1936
Yasser, Arafat, ""for their efforts to create peace in the Middle East"", Peace: 1929
Edmund S., Phelps, ""for his analysis of intertemporal tradeoffs in macroeconomic policy"", Economics: 1933
Thomas J., Sargent, ""for their empirical research on cause and effect in the macroeconomy"", Economics: ",1943,born,1943,1943,,2011
264,"Karl, Gjellerup, ""for his varied and rich poetry which is inspired by lofty ideals"", Literature: 1857
Norman F., Ramsey, ""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks"", Physics: 1915
Michael W., Young, ""for their discoveries of molecular mechanisms controlling the circadian rhythm"", Medicine: 1949
Isidor Isaac, Rabi, ""for his resonance method for recording the magnetic properties of atomic nuclei"", Physics: ",1898,born,1898,1898,1988,1944
265,"Stanley B., Prusiner, ""for his discovery of Prions - a new biological principle of infection"", Medicine: 1942
Harry M., Markowitz, ""for their pioneering work in the theory of financial economics"", Economics: 1927
Eric, Betzig, ""for the development of super-resolved fluorescence microscopy"", Chemistry: 1960
Shirin, Ebadi, ""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children"", Peace: ",1947,born,1947,1947,,2003
266,"Ei-ichi, Negishi, ""for palladium-catalyzed cross couplings in organic synthesis"", Chemistry: 1935
Kazuo, Ishiguro, ""who in novels of great emotional force has uncovered the abyss beneath our illusory sense of connection with the world"", Literature: 1954
Enrico, Fermi, ""for his demonstrations of the existence of new radioactive elements produced by neutron irradiation and for his related discovery of nuclear reactions brought about by slow neutrons"", Physics: 1901
Ernst Otto, Fischer, ""for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds"", Chemistry: ",1918,born,1973,1918,2007,1973
267,"Walther, Bothe, ""for the coincidence method and his discoveries made therewith"", Physics: 1891
Georg, von Békésy, ""for his discoveries of the physical mechanism of stimulation within the cochlea"", Medicine: 1899
George A., Olah, ""for his contribution to carbocation chemistry"", Chemistry: 1927
Al, Gore, ""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change"", Peace: ",1948,born,1948,1948,,2007
268,"Karl, von Frisch, ""for their discoveries concerning organization and elicitation of individual and social behaviour patterns"", Medicine: 1886
Arvid, Carlsson, ""for their discoveries concerning signal transduction in the nervous system"", Medicine: 1923
Severo, Ochoa, ""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid"", Medicine: 1905
James, Watson, ""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material"", Medicine: ",1928,born,1928,1928,,1962
269,"Wole, Soyinka, ""who in a wide cultural perspective and with poetic overtones fashions the drama of existence"", Literature: 1934
Barry J., Marshall, ""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease"", Medicine: 1951
Robert, Schrieffer, ""for their jointly developed theory of superconductivity usually called the BCS-theory"", Physics: 1931
Horst L., Störmer, ""for their discovery of a new form of quantum fluid with fractionally charged excitations"", Physics: ",1949,born,1949,1949,,1998
270,"Rainer, Weiss, ""for decisive contributions to the LIGO detector and the observation of gravitational waves"", Physics: 1932
Eric, Betzig, ""for the development of super-resolved fluorescence microscopy"", Chemistry: 1960
George A., Akerlof, ""for their analyses of markets with asymmetric information"", Economics: 1940
J. M., Coetzee, ""who in innumerable guises portrays the surprising involvement of the outsider"", Literature: ",1940,born,1940,1940,,2003
271,"Hermann, Staudinger, ""for his discoveries in the field of macromolecular chemistry"", Chemistry: 1881
David, Baltimore, ""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell"", Medicine: 1938
Mikhail, Gorbachev, ""for the leading role he played in the radical changes in East-West relations"", Peace: 1931
Carl, Bosch, ""in recognition of their contributions to the invention and development of chemical high pressure methods"", Chemistry: ",1874,born,1874,1874,1940,1931
272,"Bertha, von Suttner, ""for her audacity to oppose the horrors of war"", Peace: 1843
Irving, Langmuir, ""for his discoveries and investigations in surface chemistry"", Chemistry: 1881
Richard E., Taylor, ""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics"", Physics: 1929
Frederick, Sanger, ""for his work on the structure of proteins especially that of insulin"", Chemistry: ",1918,born,1918,1918,2013,1958
273,"Carlo, Rubbia, ""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction"", Physics: 1934
George J., Stigler, ""for his seminal studies of industrial structures functioning of markets and causes and effects of public regulation"", Economics: 1911
Tobias, Asser, ""for his role as co-founder of the Institut de droit international initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague and pioneer in the field of international legal relations"", Peace: 1838
Anton, Zeilinger, ""for experiments with entangled photons establishing the violation of Bell inequalities and  pioneering quantum information science"", Physics: ",1945,born,1945,1945,,2022
